Cragig_cell_cluster	Procro_cell_cluster	Cragig_gene	Procro_gene	Cragig_Expression (Fold-change)	Procro_Expression (Fold-change)	EC_score	final_score	One-to-one-ortholog (yes/no)
Cragig|Pro-4	Procro|Myo-p1	Cragig_G1651	Procro_g5597	1.6531544097942474	2.094236354253151	0.7637748495177857	2.8621628168946414	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G4813	Procro_g26864	1.679659109102682	2.1223775582200566	0.7503669131428936	2.852922517715058	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G27237	Procro_g1443	1.5772209660894425	2.0835258871306475	0.7754683564544708	2.838793345662459	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G24863	Procro_g22668	1.6873678892937731	2.31352383285182	0.7055117035411452	2.8226759345746038	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G14556	Procro_g26626	1.5794370509342277	2.4623958328260027	0.6978775507072363	2.8207044332865556	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G2001	Procro_g36341	2.0182933145075097	1.8017194617878969	0.7358023557719853	2.810774399877242	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G35090	Procro_g29724	1.6154831487926982	1.9320490826613288	0.7910435925131059	2.806252640925428	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G17568	Procro_g9757	2.096670226603192	1.8081405308797505	0.7163003986739771	2.797017502331466	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G1768	Procro_g34344	2.131394699912874	1.5117565372873285	0.7675898379300927	2.79644586771732	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G744	Procro_g27990	1.6586882170205506	2.011196215761345	0.7553073634485048	2.7718907350852056	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G14754	Procro_g24686	1.6611251628105803	2.8742157865564413	0.6037034394203856	2.7380009300769883	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G3843	Procro_g9838	1.5436943889857506	1.988934682582573	0.7657783299255242	2.705210790671946	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G24036	Procro_g31560	1.6760321606227022	1.697552884501933	0.7986573935366752	2.6943386390135475	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G28190	Procro_g31054	1.5688996657759948	1.8375316329701892	0.7880424655942445	2.6844125195413473	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G4747	Procro_g34274	1.5131196524715875	1.9148888180768595	0.7823724848812914	2.681979505297104	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G17844	Procro_g30014	1.500737563036096	3.192984690834546	0.5704610674586068	2.6775858072972643	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G16803	Procro_g30369	1.837132109271873	1.7675030369836304	0.7426862813403027	2.6771130723610583	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G12186	Procro_g42871	1.553251925546926	1.745120799855422	0.8094478915870399	2.669860848245129	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G23575	Procro_g1863	1.6362472183175838	2.021810184051219	0.7287750054886821	2.6659008034892384	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G15032	Procro_g5654	1.5501848391668964	1.946365853234785	0.761649114085813	2.6631447372238766	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G10232	Procro_g23437	1.7118096560705327	1.7660464162859015	0.7648158655326895	2.6599195021774062	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G24563	Procro_g11807	1.5983017466852192	1.942384053901512	0.7492466400068432	2.6528469394095473	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G3388	Procro_g12546	1.5448618103303826	1.9175123548387247	0.7652549050219113	2.6495988129168047	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G15191	Procro_g1585	3.7849253558355738	1.586302435624893	0.49302625589433047	2.648156327579327	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G23072	Procro_g15063	1.7199071257099063	1.6129281754063052	0.7916954718116137	2.6385906161876003	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G3508	Procro_g7968	1.666564376356416	1.741145268508548	0.7733325888862447	2.635292921836048	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G22467	Procro_g26039	1.5531516152146756	2.2273863961159712	0.6960765154432785	2.631543725427899	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G22148	Procro_g9784	1.735794290121211	1.7389356533333338	0.7538155891589746	2.619305599493518	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G31785	Procro_g33684	1.850920769585888	1.5139151465807583	0.777704347017269	2.616847519002636	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G4986	Procro_g10979	1.8561657682880448	1.502717739314686	0.7784664062751426	2.6147779732603436	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G11218	Procro_g37907	1.5475574070018976	2.0282850160114787	0.7279590156784891	2.6030667304782007	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G35185	Procro_g37130	1.748766773150375	1.641841278919323	0.7672318752615394	2.6013825740663097	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G2104	Procro_g28416	1.526833885007126	1.6845805865090668	0.8096067195011513	2.5999827352427483	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G16610	Procro_g37988	1.5660812942244544	1.9329633219279327	0.7428297038445865	2.5991942759554725	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G3711	Procro_g38285	1.650597745266471	2.914066554409216	0.5692427566795013	2.5984020892638937	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G3361	Procro_g15118	1.9783666694593465	1.7378999777564907	0.6991544058744329	2.5982441998051593	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G3525	Procro_g13290	1.6977724756709602	1.7840383127056672	0.7446674030772685	2.5927909977868406	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G27423	Procro_g9853	1.893418216574862	1.6177090559232827	0.7316190743904809	2.5688076851722665	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G23465	Procro_g19017	1.621730863062263	1.6262260538358366	0.7904928699732927	2.5674867847883864	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G20557	Procro_g26994	1.5899248620071198	1.578277845609098	0.8024140011236638	2.5422102109891545	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G21620	Procro_g23811	1.685086455697678	1.6607661008605994	0.7579288562054166	2.535918201224184	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G1559	Procro_g10515	1.5471119311690522	1.734031672898522	0.769833112001806	2.5259329916441624	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G67	Procro_g8090	1.5083959599355412	1.8278051783196057	0.755081937878557	2.519105220626344	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G21626	Procro_g22222	1.6097436413569004	1.8021668266678328	0.728169753996839	2.4844500061608104	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G27714	Procro_g4031	1.6996753825917454	1.6681492274432923	0.7317507225424318	2.4644080917893225	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G16789	Procro_g11939	1.7347366468148102	2.0725179047157813	0.6465507476009938	2.4615832765993906	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G15119	Procro_g28090	1.781196360787161	1.5357227486383669	0.7417543091154604	2.4603390424038003	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G16944	Procro_g2437	1.5763164657584845	1.8842431947006528	0.7059264819159601	2.442900706568208	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G11210	Procro_g798	1.7047525905351737	1.606853818092963	0.7367168468249612	2.439716231289855	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G13603	Procro_g3442	1.9818217742456303	1.6826762122320946	0.6656070392870019	2.439115655252619	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G28708	Procro_g41050	2.1345306886846203	1.783731781684652	0.6204653528790341	2.431146106350347	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G32517	Procro_g3666	1.6208633819556046	2.0400653246207394	0.6596200287111202	2.414821898541253	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G34613	Procro_g21569	1.704095894824155	1.5186325403691463	0.7434351646652321	2.3958896448892575	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G11808	Procro_g2836	1.6811932731401216	1.5250881437770585	0.7463625554933757	2.3930483919612278	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G30744	Procro_g32978	1.517725189321567	1.6654528963702508	0.7488615691136584	2.3837597360193863	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G12900	Procro_g1444	1.5841213058765713	1.6206101938692878	0.7426859751861333	2.3801091390984728	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G15106	Procro_g22787	1.508423695006736	1.6141271835906188	0.7564202212457877	2.3619606264398403	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G13246	Procro_g39242	1.604023965869263	1.745507101233989	0.7020318679414095	2.3514775517662785	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G24690	Procro_g24942	1.5428400045671868	1.5384691833691142	0.7352276113456273	2.2654635940637413	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G5212	Procro_g30157	1.735769287011702	1.5605181095040344	0.6782636049795642	2.235751772609465	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G31050	Procro_g29164	1.5969291269967023	2.3533538319050438	0.5648935189461656	2.231489241487078	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G4514	Procro_g24694	1.543079585030014	1.8468658934593367	0.6570364724621303	2.227317819025591	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G19460	Procro_g11622	1.524754121980887	2.385568223455042	0.562358550955546	2.1990032079484414	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G15885	Procro_g14138	1.93246792429258	1.7320971052111638	0.5999810078246854	2.1986694196407544	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G10895	Procro_g6911	1.550201295719679	1.5008301226433352	0.715946501436801	2.184375269750761	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G21992	Procro_g27443	1.508736633603006	1.5154529782661574	0.7202483399998456	2.1781675477935423	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G27084	Procro_g6307	1.5094160985719358	1.7374255628875728	0.670620611541685	2.1773989405869956	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G23865	Procro_g26052	1.6924295130191225	1.5807171717591189	0.6497285687578033	2.1266569108353153	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G34607	Procro_g20864	1.670326601863581	1.8034350177967924	0.600429193091987	2.0857478862865917	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G26940	Procro_g33014	1.561531129577687	1.607036689215496	0.6528928476409235	2.068735266155271	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G26143	Procro_g30894	1.6935393599626565	1.606446791972393	0.6246798072614893	2.0614347133563706	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G22383	Procro_g16199	1.6461207561667242	1.7158736948415507	0.6126324701467137	2.059666965140744	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G22221	Procro_g13544	1.548699082758224	1.768133938022664	0.6049108049993206	2.006388132648895	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G11257	Procro_g3960	1.6523517563653256	1.6085635743098614	0.6135860517365129	2.000852162796053	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G17485	Procro_g32083	1.5029123394267854	1.5849339041791286	0.6126509775754562	1.8917720197478636	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G10078	Procro_g42448	1.525508802470525	1.6057721472731228	0.5960197157738101	1.8663051816741552	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G4608	Procro_g11163	1.7096066997856862	1.988741210188276	0.5010416727224172	1.8530264231228095	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G28638	Procro_g32298	1.518133834563648	1.7829564960136717	0.549076620885801	1.8125515239521863	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G4651	Procro_g21437	1.5814012811629594	1.7183795837504705	0.5471265333829561	1.8053976655434978	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G12217	Procro_g10351	1.610967126743463	1.5355527333522767	0.5707659079480634	1.7959262648241583	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G13517	Procro_g5982	1.7365008539726874	1.6534454010442916	0.5103308542998078	1.7299941683532494	n
Cragig|Pro-4	Procro|Myo-p1	Cragig_G13036	Procro_g22212	1.6286198588476546	1.523265013810495	0.494877828902441	1.5597979427315116	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G24494	Procro_g24920	1.5577610802412682	1.5611502904108758	0.36718950690566293	1.145231528272226	y
Cragig|Pro-4	Procro|Myo-p1	Cragig_G31271	Procro_g7851	1.6550439696080028	1.863439554857448	0.2204033643769603	0.7754856062970902	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G15487	Procro_g40073	3.475711849142293	2.880346485117673	0.8067687007146884	5.12786892399768	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G27918	Procro_g6131	2.187653221108801	3.1935540907144957	0.8341580955435663	4.488777642955634	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G23100	Procro_g22547	1.571675215815569	3.764745906241584	0.8000967208404516	4.269653040781652	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G22591	Procro_g110	2.709372956603437	2.280468593684393	0.8319891992549672	4.151494275833136	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G15560	Procro_g35857	3.5214553471576684	2.208868680738691	0.7237942707004141	4.147575700648305	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G23693	Procro_g3636	2.717960123052269	2.477587787529126	0.7949871076652173	4.130393606169166	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G27814	Procro_g17060	3.518794534692705	1.5694957609999922	0.7922565618346222	4.03123137528197	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G17022	Procro_g27029	3.00542764974255	1.8343037910252515	0.8075598625906103	3.908372857281902	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G32298	Procro_g8896	2.3420895137344893	2.7568723416054817	0.7605501476003996	3.8780161916876215	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G22119	Procro_g33015	3.010634692994916	1.804240926004738	0.8048656573355986	3.8753280300753037	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G32299	Procro_g8895	2.7576714756249707	2.125427173195492	0.7894077916117425	3.854756120587645	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G34688	Procro_g18734	3.100297357341593	1.762027461969585	0.7750427787682437	3.7685097392327345	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G25932	Procro_g3965	2.4548066614738646	2.365446152517487	0.7733216799167415	3.7276060037391927	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G21225	Procro_g2342	2.6867385383031146	1.7678639955358653	0.8253350352561308	3.676539539318043	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G18591	Procro_g35711	3.1959228331168426	1.560294921116337	0.7647976888401843	3.637544346058187	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G2896	Procro_g13766	2.8047550238165497	1.7148502609138645	0.8044448768133198	3.6357733165197867	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G21588	Procro_g4652	1.6182890337917122	2.997164338627448	0.7836172152390133	3.6167487187606144	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3773	Procro_g21457	2.884818683291322	1.5373501881617435	0.8148184505817557	3.603264788048258	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G18702	Procro_g38133	1.655857040941164	2.8093377462051827	0.8021935459602796	3.5819504397042836	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G16953	Procro_g13770	1.622570598249646	3.1908513469259385	0.7434893972722239	3.57872818083549	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G4590	Procro_g31654	2.5281546142540168	2.088405849818629	0.7549037006429152	3.4850585785702144	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3526	Procro_g13546	1.7074038404646397	2.60797448859967	0.8075005883358817	3.4846705396113444	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G15607	Procro_g39978	2.3195491532647834	1.8778611633203204	0.8158974392262203	3.4246563286835046	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G21245	Procro_g29740	2.467134801532399	1.5925298558342174	0.8203771774626095	3.3304562330551364	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G12546	Procro_g19758	1.873190421760154	2.1909247863751835	0.8090478361780528	3.2880636151202114	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G16773	Procro_g32815	1.5238041312895327	2.633110748661313	0.7899583613776182	3.283789666952208	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3885	Procro_g24316	1.513453913914105	2.570288323851563	0.7943779039871163	3.2440345992599466	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G34618	Procro_g14893	1.714004982870548	2.243346256039754	0.8146392503768947	3.2238136467439644	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G26985	Procro_g18166	1.6684336770551105	2.347682883657523	0.8013747522281172	3.218414413760325	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G10525	Procro_g25110	1.5545075315248622	2.5140528783425924	0.7897029719123388	3.2129542470772123	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G13381	Procro_g7045	1.800822654104582	2.276083793932692	0.7849488912986254	3.2001631963150756	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G5375	Procro_g9008	1.6629398813914305	2.2525158679587225	0.8127564723068602	3.182312002315444	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G1703	Procro_g41216	1.5913975763000778	2.344387263021277	0.8065530206718589	3.174419150869145	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G2035	Procro_g40916	1.9330825276733012	1.9278070665730085	0.8201563651166175	3.1665331757336257	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3361	Procro_g15118	1.9783666694593465	2.5420666028482217	0.6991544058744329	3.1604808387952166	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G1433	Procro_g20037	1.854688413915207	2.1087875665877345	0.7923759579319155	3.1405630767911568	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G6859	Procro_g28773	1.7089946849355009	2.2545478315479506	0.7922734262748954	3.140209409720565	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G28274	Procro_g13760	1.7036980963765664	2.1032542721216902	0.8210464668033701	3.1256847914442147	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G10994	Procro_g4741	1.997706899163801	2.396569319723468	0.7051166996763225	3.0984775449279405	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G20557	Procro_g26994	1.5899248620071198	2.1418589803041894	0.8024140011236638	2.9944356042376574	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G23578	Procro_g43218	2.1796171180587223	1.632540715475352	0.7846199786660503	2.991095198019122	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G4038	Procro_g40583	2.3404605916000136	1.5227115496668318	0.7736478882691586	2.9887349691113387	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G12279	Procro_g37775	1.7320110850484125	2.03449774483012	0.793378715152301	2.988267936058826	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G24712	Procro_g43274	1.7049036635151558	1.965278098391112	0.8077590984518179	2.9646227111517116	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G1900	Procro_g7105	1.5023028376622758	2.2024624282205614	0.7977806029445751	2.9555898675841283	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G2694	Procro_g38769	2.107810430430556	1.693413850983536	0.7760852655444428	2.950074155835239	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G27437	Procro_g9776	1.7657263675341852	2.663239679037352	0.6651218197672084	2.9458019565828395	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G32582	Procro_g27863	1.6306730983085904	2.023293652437015	0.8028111983235051	2.933445425800324	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G24594	Procro_g22037	1.8045681157277345	1.7631452940017345	0.8221702410237463	2.933267793980929	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G5115	Procro_g39265	1.5251281226336586	2.1293096690434616	0.8021684534521425	2.931474711586698	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G2474	Procro_g35500	1.505752372227495	2.149029059514269	0.8016770886747112	2.9299545379411303	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G13687	Procro_g3733	2.103687331068901	1.7102329699826715	0.7679266383051883	2.928810995550445	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G16599	Procro_g14867	2.122060128805334	1.6899999158953498	0.764794621398774	2.9154430186362528	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G740	Procro_g43046	1.713156931235532	1.8701596878934856	0.8064182140210118	2.8896517882698323	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G2615	Procro_g14034	1.9064366801668864	1.59408774007235	0.8236981596057892	2.8833755226061815	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G25420	Procro_g750	1.7809161343368674	1.7992399008826767	0.793592171341735	2.8411838017320954	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G23411	Procro_g31281	1.7099379974136308	1.8595063523927493	0.792114987675839	2.8274103671564736	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G21360	Procro_g35973	1.557832135567813	1.9922412012057376	0.7889368696133576	2.800783745211972	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G1087	Procro_g4542	1.6995136563149642	1.866902117811372	0.7824125768850427	2.7904085560776513	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G20994	Procro_g9024	1.8876663259833129	1.732486429757302	0.7699922987062079	2.787489742060329	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G853	Procro_g15738	1.5035834962287813	2.5788686261835614	0.6777284481022926	2.7667939413744276	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3494	Procro_g26280	1.5527447375365924	1.8262680334600043	0.8152800267696773	2.7548416223931866	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G11262	Procro_g41575	2.0171795177197245	1.942073407838031	0.6884470370321972	2.725735945461295	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G21620	Procro_g23811	1.685086455697678	1.9049530439833893	0.7579288562054166	2.720994531725537	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G35349	Procro_g19693	1.635066776158543	1.779672403538852	0.7904818540370704	2.6992893578202213	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G28708	Procro_g41050	2.1345306886846203	2.207703686353948	0.6204653528790341	2.694205983791777	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G11218	Procro_g37907	1.5475574070018976	2.151789151469229	0.7279590156784891	2.6929726793582476	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G14754	Procro_g24686	1.6611251628105803	2.7822384021495488	0.6037034394203856	2.682473866761656	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G15292	Procro_g14026	1.612544205164376	1.8328487115415613	0.7771712966687144	2.677660480609557	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G1373	Procro_g20076	1.5857038717334184	1.7898050083817063	0.7906903214201194	2.6689822013746953	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G35174	Procro_g37213	1.780917798518192	1.546633122829301	0.8007087880459989	2.664399265393498	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G9039	Procro_g11467	1.5957161179265338	1.6973469610526144	0.8059160949546589	2.65393253705024	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G1651	Procro_g5597	1.6531544097942474	1.8194603372700016	0.7637748495177857	2.6522958058722397	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G28190	Procro_g31054	1.5688996657759948	1.777231427126989	0.7880424655942445	2.636893396652831	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G26146	Procro_g22685	2.0852798986280754	1.7017800119644158	0.6930441161487039	2.6245995885387625	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G24036	Procro_g31560	1.6760321606227022	1.6023601353781087	0.7986573935366752	2.6183122461147237	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3659	Procro_g18660	1.686871176699174	1.588226641673422	0.7955841410651454	2.605615884734293	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G15119	Procro_g28090	1.781196360787161	1.6844543917394803	0.7417543091154604	2.570661379575874	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G13588	Procro_g37350	1.9222647343605448	1.563344724293689	0.722753507858625	2.5192364632675504	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G16803	Procro_g30369	1.837132109271873	1.5182408368229314	0.7426862813403027	2.491989455845006	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G11808	Procro_g2836	1.6811932731401216	1.638543358377564	0.7463625554933757	2.477727115864511	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G14873	Procro_g39138	1.5243772223445842	1.7472948293360109	0.7543304041386759	2.467921700953434	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3508	Procro_g7968	1.666564376356416	1.5215505619565244	0.7733325888862447	2.4654731789124567	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3525	Procro_g13290	1.6977724756709602	1.6107856881790563	0.7446674030772685	2.463775415804288	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G744	Procro_g27990	1.6586882170205506	1.6015745693765313	0.7553073634485048	2.462500489342856	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G21626	Procro_g22222	1.6097436413569004	1.5840738793429652	0.728169753996839	2.3256413183588154	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G24863	Procro_g22668	1.6873678892937731	1.5891208729814388	0.7055117035411452	2.3116011683062028	n
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G3711	Procro_g38285	1.650597745266471	2.106552530105241	0.5692427566795013	2.1387305800117407	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G26940	Procro_g33014	1.561531129577687	1.671094643588148	0.6528928476409235	2.1105582463996835	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G12217	Procro_g10351	1.610967126743463	2.0337170042490453	0.5707659079480634	2.0802614472098373	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G22221	Procro_g13544	1.548699082758224	1.7923690401086352	0.6049108049993206	2.021048207760961	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G31050	Procro_g29164	1.5969291269967023	1.8520150396015405	0.5648935189461656	1.9482862069185318	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G4651	Procro_g21437	1.5814012811629594	1.6936632838171848	0.5471265333829561	1.7918747220429452	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G367	Procro_g27994	1.5137239516830472	1.7718402922847876	0.529478571115223	1.739635861203357	y
Cragig|Pro-4	Procro|Cilia-p1	Cragig_G19460	Procro_g11622	1.524754121980887	1.5318769738880684	0.562358550955546	1.7189226338785282	y
Cragig|Pro-4	Procro|66	Cragig_G32299	Procro_g8895	2.7576714756249707	5.6923190512861135	0.7894077916117425	6.670488360989023	y
Cragig|Pro-4	Procro|66	Cragig_G32298	Procro_g8896	2.3420895137344893	5.262017259945494	0.7605501476003996	5.78330452909151	y
Cragig|Pro-4	Procro|66	Cragig_G15487	Procro_g40073	3.475711849142293	2.769993695809284	0.8067687007146884	5.038839747547108	y
