TrH2_TrispH2_004461-RA	HoiH23_PlH23_009112-RA
Hhon_g09708.t1	HoiH23_PlH23_007277
Hhon_g09714.t1	TrH2_TrispH2_009532
Hhon_g09714.t1	HoiH23_PlH23_007271
HoiH23_PlH23_007271	TrH2_TrispH2_009532
Tadh_TriadG59443	TrH2_TrispH2_009532
Tadh_TriadG59443	HoiH23_PlH23_007271
Tadh_TriadG59443	Hhon_g09714.t1
Hhon_g09720.t1	TrH2_TrispH2_009521
Hhon_g09720.t1	HoiH23_PlH23_007261
Tadh_TriadG59433	TrH2_TrispH2_009521
Tadh_TriadG59433	HoiH23_PlH23_007261
Tadh_TriadG59433	Hhon_g09720.t1
HoiH23_PlH23_007261	TrH2_TrispH2_009521
Tadh_wf_g8350	TrH2_TrispH2_011148
Tadh_wf_g8350	Hhon_g09721.t1
Hhon_g09721.t1	TrH2_TrispH2_011148
Hhon_g09722.t1	HoiH23_PlH23_007260
Hhon_g09722.t1	TrH2_TrispH2_011149
Tadh_TriadG29474	HoiH23_PlH23_007260
Tadh_TriadG29474	TrH2_TrispH2_011149
Tadh_TriadG29474	Hhon_g09722.t1
TrH2_TrispH2_011149	HoiH23_PlH23_007260
Tadh_TriadG59431	HoiH23_PlH23_007259
Tadh_TriadG59431	TrH2_TrispH2_011150
Tadh_TriadG59431	Hhon_g09723.t1
Hhon_g09723.t1	HoiH23_PlH23_007259
Hhon_g09723.t1	TrH2_TrispH2_011150
TrH2_TrispH2_011150	HoiH23_PlH23_007259
Tadh_TriadG58226	HoiH23_PlH23_009126
Tadh_TriadG58226	TrH2_TrispH2_004464
Tadh_TriadG58226	Hhon_g09727.t1
TrH2_TrispH2_004464	HoiH23_PlH23_009126
Hhon_g09727.t1	HoiH23_PlH23_009126
Hhon_g09727.t1	TrH2_TrispH2_004464
Tadh_TriadG58227	HoiH23_PlH23_009127
Tadh_TriadG58227	TrH2_TrispH2_004465
Tadh_TriadG58227	Hhon_g09728.t1
Hhon_g09728.t1	HoiH23_PlH23_009127
Hhon_g09728.t1	TrH2_TrispH2_004465
TrH2_TrispH2_004465	HoiH23_PlH23_009127
Tadh_TriadG37956	TrH2_TrispH2_004473
Tadh_TriadG37956	Hhon_g09739.t1
Tadh_TriadG37956	HoiH23_PlH23_010186
Hhon_g09739.t1	TrH2_TrispH2_004473
HoiH23_PlH23_010186	TrH2_TrispH2_004473
HoiH23_PlH23_010186	Hhon_g09739.t1
Hhon_g09750.t1	HoiH23_PlH23_002984
Hhon_g09750.t1	TrH2_TrispH2_007131
TrH2_TrispH2_007131	HoiH23_PlH23_002984
HoiH23_PlH23_010715	TrH2_TrispH2_007118
HoiH23_PlH23_010715	Hhon_g09761.t1
Hhon_g09761.t1	TrH2_TrispH2_007118
Hhon_g09762.t1	TrH2_TrispH2_007117
HoiH23_PlH23_010716	TrH2_TrispH2_007117
HoiH23_PlH23_010716	Hhon_g09762.t1
HoiH23_PlH23_009711	TrH2_TrispH2_010033
HoiH23_PlH23_009711	Hhon_g09773.t1
Hhon_g09773.t1	TrH2_TrispH2_010033
Tadh_TriadG33882	TrH2_TrispH2_010033
Tadh_TriadG33882	Hhon_g09773.t1
Tadh_TriadG33882	HoiH23_PlH23_009711
Tadh_TriadG33826	TrH2_TrispH2_011447
Tadh_TriadG33826	Hhon_g09785.t1
Tadh_TriadG33826	Hhon_g09786.t1
Tadh_TriadG33826	HoiH23_PlH23_009429
Hhon_g09785.t1	TrH2_TrispH2_011447
Hhon_g09786.t1	TrH2_TrispH2_011447
HoiH23_PlH23_009429	TrH2_TrispH2_011447
HoiH23_PlH23_009429	Hhon_g09785.t1
HoiH23_PlH23_009429	Hhon_g09786.t1
HoiH23_PlH23_006714	TrH2_TrispH2_007411
HoiH23_PlH23_006714	Hhon_g09798.t1
Hhon_g09798.t1	TrH2_TrispH2_007411
Tadh_TriadG63589	TrH2_TrispH2_007411
Tadh_TriadG63589	Hhon_g09798.t1
Tadh_TriadG63589	HoiH23_PlH23_006714
Hhon_g09810.t1	TrH2_TrispH2_009345
Tadh_TriadG53302	TrH2_TrispH2_009345
Tadh_TriadG53302	Hhon_g09810.t1
HoiH23_PlH23_006554	TrH2_TrispH2_009345
HoiH23_PlH23_006554	Hhon_g09810.t1
HoiH23_PlH23_006554	Tadh_TriadG53302
HoiH23_PlH23_006552	TrH2_TrispH2_009347
HoiH23_PlH23_006552	Hhon_g09812.t1
HoiH23_PlH23_006552	Tadh_TriadG53300
Hhon_g09812.t1	TrH2_TrispH2_009347
Tadh_TriadG53300	TrH2_TrispH2_009347
Tadh_TriadG53300	Hhon_g09812.t1
Hhon_g09814.t1	TrH2_TrispH2_004021
HoiH23_PlH23_006550	TrH2_TrispH2_004021
HoiH23_PlH23_006550	Hhon_g09814.t1
HoiH23_PlH23_006550	Tadh_TriadG53298
Tadh_TriadG53298	TrH2_TrispH2_004021
Tadh_TriadG53298	Hhon_g09814.t1
Hhon_g09816.t1	TrH2_TrispH2_004019
HoiH23_PlH23_006548	TrH2_TrispH2_004019
HoiH23_PlH23_006548	Hhon_g09816.t1
Hhon_g09817.t1	TrH2_TrispH2_004019
Tadh_TriadG21641	Hhon_g09817.t1
Tadh_TriadG21641	TrH2_TrispH2_004019
HoiH23_PlH23_006547	Hhon_g09817.t1
HoiH23_PlH23_006547	Tadh_TriadG21641
HoiH23_PlH23_006547	TrH2_TrispH2_004019
Tadh_TriadG53293	TrH2_TrispH2_004015
Tadh_TriadG53293	Hhon_g09820.t1
Hhon_g09820.t1	TrH2_TrispH2_004015
HoiH23_PlH23_006544	TrH2_TrispH2_004015
HoiH23_PlH23_006544	Hhon_g09820.t1
HoiH23_PlH23_006544	Tadh_TriadG53293
HoiH23_PlH23_006543	TrH2_TrispH2_004014
HoiH23_PlH23_006543	Hhon_g09821.t1
HoiH23_PlH23_006543	Tadh_wf_g2045
Hhon_g09821.t1	TrH2_TrispH2_004014
Tadh_wf_g2045	TrH2_TrispH2_004014
Tadh_wf_g2045	Hhon_g09821.t1
Tadh_TriadG56786	TrH2_TrispH2_008677
Tadh_TriadG56786	Hhon_g09827.t1
HoiH23_PlH23_007846	TrH2_TrispH2_008677
HoiH23_PlH23_007846	Hhon_g09827.t1
HoiH23_PlH23_007846	Tadh_TriadG56786
Hhon_g09827.t1	TrH2_TrispH2_008677
Hhon_g09830.t1	TrH2_TrispH2_008680
HoiH23_PlH23_007842	TrH2_TrispH2_008680
HoiH23_PlH23_007842	Hhon_g09830.t1
HoiH23_PlH23_007842	Tadh_TriadG56783
Tadh_TriadG56783	TrH2_TrispH2_008680
Tadh_TriadG56783	Hhon_g09830.t1
Hhon_g09832.t1	TrH2_TrispH2_008683
HoiH23_PlH23_007840	TrH2_TrispH2_008683
HoiH23_PlH23_007840	Hhon_g09832.t1
HoiH23_PlH23_007840	Tadh_TriadG56780
Tadh_TriadG56780	TrH2_TrispH2_008683
Tadh_TriadG56780	Hhon_g09832.t1
Hhon_g09833.t1	TrH2_TrispH2_003904
Tadh_TriadG54342	TrH2_TrispH2_003904
Tadh_TriadG54342	Hhon_g09833.t1
HoiH23_PlH23_007839	TrH2_TrispH2_003904
HoiH23_PlH23_007839	Hhon_g09833.t1
HoiH23_PlH23_007839	Tadh_TriadG54342
Hhon_g09846.t1	TrH2_TrispH2_007395
HoiH23_PlH23_006703	TrH2_TrispH2_007395
HoiH23_PlH23_006703	Hhon_g09846.t1
Tadh_TriadG52743	TrH2_TrispH2_007395
Tadh_TriadG52743	Hhon_g09846.t1
Tadh_TriadG52743	HoiH23_PlH23_006703
Hhon_g09849.t1	TrH2_TrispH2_007392
Tadh_TriadG52740	TrH2_TrispH2_007392
Tadh_TriadG52740	Hhon_g09849.t1
Tadh_TriadG52740	HoiH23_PlH23_006700
HoiH23_PlH23_006700	TrH2_TrispH2_007392
HoiH23_PlH23_006700	Hhon_g09849.t1
Tadh_TriadG20194	TrH2_TrispH2_007391
Tadh_TriadG20194	Hhon_g09850.t1
Tadh_TriadG20194	HoiH23_PlH23_006699
Hhon_g09850.t1	TrH2_TrispH2_007391
HoiH23_PlH23_006699	TrH2_TrispH2_007391
HoiH23_PlH23_006699	Hhon_g09850.t1
HoiH23_PlH23_006697	TrH2_TrispH2_007389
HoiH23_PlH23_006697	Hhon_g09852.t1
Hhon_g09852.t1	TrH2_TrispH2_007389
Tadh_TriadG19638	TrH2_TrispH2_007389
Tadh_TriadG19638	Hhon_g09852.t1
Tadh_TriadG19638	HoiH23_PlH23_006697
HoiH23_PlH23_006696	TrH2_TrispH2_007388
HoiH23_PlH23_006696	Hhon_g09853.t1
Tadh_TriadG52736	TrH2_TrispH2_007388
Tadh_TriadG52736	Hhon_g09853.t1
Tadh_TriadG52736	HoiH23_PlH23_006696
Hhon_g09853.t1	TrH2_TrispH2_007388
Tadh_TriadG63587	TrH2_TrispH2_007383
Tadh_TriadG63587	Hhon_g09857.t1
HoiH23_PlH23_004274	TrH2_TrispH2_007383
HoiH23_PlH23_004274	Hhon_g09857.t1
HoiH23_PlH23_004274	Tadh_TriadG63587
Hhon_g09857.t1	TrH2_TrispH2_007383
Hhon_g09858.t1	TrH2_TrispH2_007382
HoiH23_PlH23_004273	TrH2_TrispH2_007382
HoiH23_PlH23_004273	Hhon_g09858.t1
Hhon_g09860.t1	TrH2_TrispH2_007381
HoiH23_PlH23_004272	Hhon_g09860.t1
HoiH23_PlH23_004272	TrH2_TrispH2_007381
HoiH23_PlH23_004272	Tadh_TriadG52729
HoiH23_PlH23_004272	Hhon_g09859.t1
Hhon_g09859.t1	TrH2_TrispH2_007381
Tadh_TriadG52729	Hhon_g09860.t1
Tadh_TriadG52729	TrH2_TrispH2_007381
Tadh_TriadG52729	Hhon_g09859.t1
Tadh_TriadG55534	TrH2_TrispH2_003793
Tadh_TriadG55534	Hhon_g09865.t1
HoiH23_PlH23_001715	TrH2_TrispH2_003793
HoiH23_PlH23_001715	Hhon_g09865.t1
HoiH23_PlH23_001715	Tadh_TriadG55534
Hhon_g09865.t1	TrH2_TrispH2_003793
Hhon_g09871.t1	TrH2_TrispH2_003796
HoiH23_PlH23_001712	TrH2_TrispH2_003796
HoiH23_PlH23_001712	Hhon_g09871.t1
HoiH23_PlH23_001712	Tadh_TriadG55538
Tadh_TriadG55538	TrH2_TrispH2_003796
Tadh_TriadG55538	Hhon_g09871.t1
Tadh_TriadG55540	Hhon_g09873.t1
Tadh_TriadG55540	TrH2_TrispH2_003798
Hhon_g09873.t1	TrH2_TrispH2_003798
HoiH23_PlH23_001710	Tadh_TriadG55540
HoiH23_PlH23_001710	TrH2_TrispH2_003798
HoiH23_PlH23_001710	Hhon_g09873.t1
Tadh_TriadG55542	TrH2_TrispH2_003801
Tadh_TriadG55542	Hhon_g09875.t1
HoiH23_PlH23_001708	TrH2_TrispH2_003801
HoiH23_PlH23_001708	Hhon_g09875.t1
HoiH23_PlH23_001708	Tadh_TriadG55542
Hhon_g09875.t1	TrH2_TrispH2_003801
HoiH23_PlH23_001706	TrH2_TrispH2_003803
HoiH23_PlH23_001706	Hhon_g09877.t1
HoiH23_PlH23_001706	Tadh_TriadG55545
Hhon_g09877.t1	TrH2_TrispH2_003803
Tadh_TriadG55545	TrH2_TrispH2_003803
Tadh_TriadG55545	Hhon_g09877.t1
Tadh_TriadG55546	TrH2_TrispH2_003804
Tadh_TriadG55546	Hhon_g09878.t1
HoiH23_PlH23_001705	TrH2_TrispH2_003804
HoiH23_PlH23_001705	Hhon_g09878.t1
HoiH23_PlH23_001705	Tadh_TriadG55546
Hhon_g09878.t1	TrH2_TrispH2_003804
HoiH23_PlH23_001704	TrH2_TrispH2_003805
HoiH23_PlH23_001704	Hhon_g09879.t1
HoiH23_PlH23_001704	Tadh_TriadG55547
Tadh_TriadG55547	TrH2_TrispH2_003805
Tadh_TriadG55547	Hhon_g09879.t1
Hhon_g09879.t1	TrH2_TrispH2_003805
HoiH23_PlH23_001703	TrH2_TrispH2_003806
HoiH23_PlH23_001703	Hhon_g09881.t1
HoiH23_PlH23_001703	Tadh_wf_g4333
Tadh_wf_g4333	TrH2_TrispH2_003806
Tadh_wf_g4333	Hhon_g09881.t1
Hhon_g09881.t1	TrH2_TrispH2_003806
Hhon_g09885.t1	TrH2_TrispH2_006870
HoiH23_PlH23_000604	TrH2_TrispH2_006870
HoiH23_PlH23_000604	Hhon_g09885.t1
HoiH23_PlH23_000604	Tadh_TriadG28606
Tadh_TriadG28606	TrH2_TrispH2_006870
Tadh_TriadG28606	Hhon_g09885.t1
Tadh_wf_g8035	TrH2_TrispH2_006871
Tadh_wf_g8035	Hhon_g09889.t1
Hhon_g09889.t1	TrH2_TrispH2_006871
HoiH23_PlH23_000589	TrH2_TrispH2_010763
HoiH23_PlH23_000589	Hhon_g09902.t1
HoiH23_PlH23_000589	Tadh_TriadG59152
Tadh_TriadG59152	TrH2_TrispH2_010763
Tadh_TriadG59152	Hhon_g09902.t1
Hhon_g09902.t1	TrH2_TrispH2_010763
Hhon_g09916.t1	TrH2_TrispH2_000880
Hhon_g09916.t1	HoiH23_PlH23_009154
HoiH23_PlH23_009154	TrH2_TrispH2_000880
Tadh_TriadG60322	TrH2_TrispH2_000880
Tadh_TriadG60322	HoiH23_PlH23_009154
Tadh_TriadG60322	Hhon_g09916.t1
Tadh_wf_g1167	TrH2_TrispH2_000085
Tadh_wf_g1167	Hhon_g09944.t1
Hhon_g09944.t1	TrH2_TrispH2_000085
Tadh_TriadG18395	HoiH23_PlH23_001919
Tadh_TriadG18395	TrH2_TrispH2_000086
Tadh_TriadG18395	Hhon_g09948.t1
Hhon_g09948.t1	HoiH23_PlH23_001919
Hhon_g09948.t1	TrH2_TrispH2_000086
TrH2_TrispH2_000086	HoiH23_PlH23_001919
Tadh_TriadG52443	HoiH23_PlH23_001918
Tadh_TriadG52443	TrH2_TrispH2_000098
Tadh_TriadG52443	Hhon_g09949.t1
TrH2_TrispH2_000098	HoiH23_PlH23_001918
Hhon_g09949.t1	HoiH23_PlH23_001918
Hhon_g09949.t1	TrH2_TrispH2_000098
TrH2_TrispH2_000096	HoiH23_PlH23_001916
Hhon_g09951.t1	HoiH23_PlH23_001916
Hhon_g09951.t1	TrH2_TrispH2_000096
Tadh_TriadG63552	HoiH23_PlH23_001916
Tadh_TriadG63552	TrH2_TrispH2_000096
Tadh_TriadG63552	Hhon_g09951.t1
TrH2_TrispH2_000091	HoiH23_PlH23_001914
Hhon_g09953.t1	HoiH23_PlH23_001914
Hhon_g09953.t1	TrH2_TrispH2_000091
Tadh_TriadG63550	HoiH23_PlH23_001914
Tadh_TriadG63550	TrH2_TrispH2_000091
Tadh_TriadG63550	Hhon_g09953.t1
TrH2_TrispH2_000057	HoiH23_PlH23_002620
Tadh_TriadG52400	HoiH23_PlH23_002620
Tadh_TriadG52400	TrH2_TrispH2_000057
Tadh_TriadG52400	Hhon_g09958.t1
Hhon_g09958.t1	HoiH23_PlH23_002620
Hhon_g09958.t1	TrH2_TrispH2_000057
TrH2_TrispH2_000049	HoiH23_PlH23_002616
Hhon_g09962.t1	HoiH23_PlH23_002616
Hhon_g09962.t1	TrH2_TrispH2_000049
Tadh_TriadG52393	HoiH23_PlH23_002616
Tadh_TriadG52393	TrH2_TrispH2_000049
Tadh_TriadG52393	Hhon_g09962.t1
Hhon_g09964.t1	HoiH23_PlH23_002618
Hhon_g09964.t1	TrH2_TrispH2_000055
Tadh_TriadG18564	HoiH23_PlH23_002618
Tadh_TriadG18564	TrH2_TrispH2_000055
Tadh_TriadG18564	Hhon_g09964.t1
TrH2_TrispH2_000055	HoiH23_PlH23_002618
Hhon_g09968.t1	HoiH23_PlH23_005591
Hhon_g09968.t1	TrH2_TrispH2_007597
TrH2_TrispH2_007597	HoiH23_PlH23_005591
Tadh_TriadG59910	HoiH23_PlH23_005591
Tadh_TriadG59910	TrH2_TrispH2_007597
Tadh_TriadG59910	Hhon_g09968.t1
TrH2_TrispH2_007592	HoiH23_PlH23_005599
Hhon_g09973.t1	HoiH23_PlH23_005599
Hhon_g09973.t1	TrH2_TrispH2_007592
Tadh_TriadG59902	HoiH23_PlH23_005599
Tadh_TriadG59902	TrH2_TrispH2_007592
Tadh_TriadG59902	Hhon_g09973.t1
Hhon_g09978.t1	HoiH23_PlH23_005604
Hhon_g09978.t1	TrH2_TrispH2_010943
Tadh_TriadG59897	HoiH23_PlH23_005604
Tadh_TriadG59897	TrH2_TrispH2_010943
Tadh_TriadG59897	Hhon_g09978.t1
TrH2_TrispH2_010943	HoiH23_PlH23_005604
Tadh_TriadG59896	HoiH23_PlH23_005605
Tadh_TriadG59896	TrH2_TrispH2_010942
Tadh_TriadG59896	Hhon_g09979.t1
Hhon_g09979.t1	HoiH23_PlH23_005605
Hhon_g09979.t1	TrH2_TrispH2_010942
TrH2_TrispH2_010942	HoiH23_PlH23_005605
TrH2_TrispH2_009325	HoiH23_PlH23_005611
Tadh_TriadG64225	HoiH23_PlH23_005611
Tadh_TriadG64225	TrH2_TrispH2_009325
Tadh_TriadG64225	Hhon_g09984.t1
Hhon_g09984.t1	HoiH23_PlH23_005611
Hhon_g09984.t1	TrH2_TrispH2_009325
Hhon_g09986.t1	TrH2_TrispH2_009322
Hhon_g09987.t1	HoiH23_PlH23_005613
Hhon_g09987.t1	TrH2_TrispH2_009321
TrH2_TrispH2_009321	HoiH23_PlH23_005613
Tadh_TriadG59888	HoiH23_PlH23_005613
Tadh_TriadG59888	TrH2_TrispH2_009321
Tadh_TriadG59888	Hhon_g09987.t1
Tadh_TriadG25450	HoiH23_PlH23_008155
Tadh_TriadG25450	TrH2_TrispH2_003745
Tadh_TriadG25450	Hhon_g10032.t1
TrH2_TrispH2_003745	HoiH23_PlH23_008155
Hhon_g10032.t1	HoiH23_PlH23_008155
Hhon_g10032.t1	TrH2_TrispH2_003745
HoiH23_PlH23_008884	TrH2_TrispH2_010873
HoiH23_PlH23_008884	Hhon_g10059.t1
HoiH23_PlH23_008884	Tadh_TriadG55455
Hhon_g10059.t1	TrH2_TrispH2_010873
Tadh_TriadG55455	TrH2_TrispH2_010873
Tadh_TriadG55455	Hhon_g10059.t1
HoiH23_PlH23_008883	TrH2_TrispH2_010870
HoiH23_PlH23_008883	Hhon_g10060.t1
HoiH23_PlH23_008883	Tadh_TriadG24711
Tadh_TriadG24711	TrH2_TrispH2_010870
Tadh_TriadG24711	Hhon_g10060.t1
Hhon_g10060.t1	TrH2_TrispH2_010870
HoiH23_PlH23_008989	TrH2_TrispH2_004759
HoiH23_PlH23_008989	Hhon_g10062.t1
Hhon_g10062.t1	TrH2_TrispH2_004759
Tadh_TriadG4385	TrH2_TrispH2_004757
Tadh_TriadG4385	Hhon_g10064.t1
Hhon_g10064.t1	TrH2_TrispH2_004757
HoiH23_PlH23_008987	TrH2_TrispH2_004757
HoiH23_PlH23_008987	Hhon_g10064.t1
HoiH23_PlH23_008987	Tadh_TriadG4385
Hhon_g10072.t1	HoiH23_PlH23_004214
Hhon_g10072.t1	TrH2_TrispH2_003556
Hhon_g10071.t1	TrH2_TrispH2_003556
TrH2_TrispH2_003556	HoiH23_PlH23_004214
Tadh_TriadG61456	HoiH23_PlH23_004214
Tadh_TriadG61456	TrH2_TrispH2_003556
Tadh_TriadG61456	Hhon_g10072.t1
Tadh_TriadG61456	Hhon_g10071.t1
Hhon_g10073.t1	HoiH23_PlH23_004213
Hhon_g10073.t1	TrH2_TrispH2_003557
TrH2_TrispH2_003557	HoiH23_PlH23_004213
Tadh_TriadG61457	HoiH23_PlH23_004213
Tadh_TriadG61457	TrH2_TrispH2_003557
Tadh_TriadG61457	Hhon_g10073.t1
Hhon_g10078.t1	HoiH23_PlH23_004210
Hhon_g10078.t1	TrH2_TrispH2_003561
TrH2_TrispH2_003561	HoiH23_PlH23_004210
Tadh_TriadG61460	HoiH23_PlH23_004210
Tadh_TriadG61460	TrH2_TrispH2_003561
Tadh_TriadG61460	Hhon_g10078.t1
Tadh_TriadG61462	TrH2_TrispH2_003565
Tadh_TriadG61462	Hhon_g10080.t1
Tadh_TriadG61462	Hhon_g10081.t1
Tadh_TriadG61462	HoiH23_PlH23_004207
TrH2_TrispH2_003565	HoiH23_PlH23_004207
Hhon_g10081.t1	TrH2_TrispH2_003565
Hhon_g10081.t1	HoiH23_PlH23_004207
Hhon_g10080.t1	TrH2_TrispH2_003565
Hhon_g10082.t1	HoiH23_PlH23_004206
Hhon_g10082.t1	TrH2_TrispH2_003566
TrH2_TrispH2_003566	HoiH23_PlH23_004206
Tadh_TriadG32599	HoiH23_PlH23_004206
Tadh_TriadG32599	TrH2_TrispH2_003566
Tadh_TriadG32599	Hhon_g10082.t1
Hhon_g10088.t1	TrH2_TrispH2_011282
Tadh_TriadG60868	TrH2_TrispH2_011282
Tadh_TriadG60868	Hhon_g10088.t1
Tadh_TriadG60868	HoiH23_PlH23_005840
HoiH23_PlH23_005840	TrH2_TrispH2_011282
HoiH23_PlH23_005840	Hhon_g10088.t1
Tadh_TriadG30995	TrH2_TrispH2_009674
Tadh_TriadG30995	Hhon_g10097.t1
Tadh_TriadG30995	HoiH23_PlH23_005850
HoiH23_PlH23_005850	TrH2_TrispH2_009674
HoiH23_PlH23_005850	Hhon_g10097.t1
Hhon_g10097.t1	TrH2_TrispH2_009674
HoiH23_PlH23_001510	TrH2_TrispH2_001373
Hhon_g10120.t1	TrH2_TrispH2_001373
Hhon_g10120.t1	HoiH23_PlH23_001510
Tadh_hyp_clust2733	TrH2_TrispH2_001373
Tadh_hyp_clust2733	HoiH23_PlH23_001510
Tadh_hyp_clust2733	Hhon_g10120.t1
Hhon_g10121.t1	TrH2_TrispH2_001374
Hhon_g10121.t1	HoiH23_PlH23_001511
Tadh_TriadG57828	TrH2_TrispH2_001374
Tadh_TriadG57828	HoiH23_PlH23_001511
Tadh_TriadG57828	Hhon_g10121.t1
HoiH23_PlH23_001511	TrH2_TrispH2_001374
Tadh_TriadG57829	TrH2_TrispH2_001375
Tadh_TriadG57829	HoiH23_PlH23_001512
Tadh_TriadG57829	Hhon_g10122.t1
Hhon_g10122.t1	TrH2_TrispH2_001375
Hhon_g10122.t1	HoiH23_PlH23_001512
HoiH23_PlH23_001512	TrH2_TrispH2_001375
HoiH23_PlH23_001514	TrH2_TrispH2_001377
Tadh_TriadG64058	TrH2_TrispH2_001377
Tadh_TriadG64058	HoiH23_PlH23_001514
Tadh_TriadG64058	Hhon_g10124.t1
Hhon_g10124.t1	TrH2_TrispH2_001377
Hhon_g10124.t1	HoiH23_PlH23_001514
HoiH23_PlH23_001518	TrH2_TrispH2_001381
Hhon_g10128.t1	TrH2_TrispH2_001381
Hhon_g10128.t1	HoiH23_PlH23_001518
Tadh_TriadG57835	TrH2_TrispH2_001381
Tadh_TriadG57835	HoiH23_PlH23_001518
Tadh_TriadG57835	Hhon_g10128.t1
Tadh_TriadG57840	TrH2_TrispH2_001386
Tadh_TriadG57840	HoiH23_PlH23_001523
Tadh_TriadG57840	Hhon_g10133.t1
HoiH23_PlH23_001523	TrH2_TrispH2_001386
Hhon_g10133.t1	TrH2_TrispH2_001386
Hhon_g10133.t1	HoiH23_PlH23_001523
Tadh_TriadG57843	TrH2_TrispH2_001389
Tadh_TriadG57843	HoiH23_PlH23_001526
Tadh_TriadG57843	Hhon_g10136.t1
HoiH23_PlH23_001526	TrH2_TrispH2_001389
Hhon_g10136.t1	TrH2_TrispH2_001389
Hhon_g10136.t1	HoiH23_PlH23_001526
Tadh_TriadG27878	TrH2_TrispH2_001390
Tadh_TriadG27878	HoiH23_PlH23_001527
Tadh_TriadG27878	Hhon_g10137.t1
Hhon_g10137.t1	TrH2_TrispH2_001390
Hhon_g10137.t1	HoiH23_PlH23_001527
HoiH23_PlH23_001527	TrH2_TrispH2_001390
Tadh_TriadG57846	TrH2_TrispH2_001392
Tadh_TriadG57846	HoiH23_PlH23_001529
Tadh_TriadG57846	Hhon_g10139.t1
HoiH23_PlH23_001529	TrH2_TrispH2_001392
Hhon_g10139.t1	TrH2_TrispH2_001392
Hhon_g10139.t1	HoiH23_PlH23_001529
HoiH23_PlH23_001530	TrH2_TrispH2_001393
Tadh_TriadG57847	TrH2_TrispH2_001393
Tadh_TriadG57847	HoiH23_PlH23_001530
Tadh_TriadG57847	Hhon_g10140.t1
Hhon_g10140.t1	TrH2_TrispH2_001393
Hhon_g10140.t1	HoiH23_PlH23_001530
Tadh_TriadG33724	TrH2_TrispH2_008364
Tadh_TriadG33724	Hhon_g10157.t1
HoiH23_PlH23_006039	TrH2_TrispH2_008364
HoiH23_PlH23_006039	Hhon_g10157.t1
HoiH23_PlH23_006039	Tadh_TriadG33724
Hhon_g10157.t1	TrH2_TrispH2_008364
Tadh_TriadG61605	TrH2_TrispH2_010653
Tadh_TriadG61605	Hhon_g10166.t1
HoiH23_PlH23_009195	TrH2_TrispH2_010653
HoiH23_PlH23_009195	Hhon_g10166.t1
HoiH23_PlH23_009195	Tadh_TriadG61605
Hhon_g10166.t1	TrH2_TrispH2_010653
Hhon_g10168.t1	TrH2_TrispH2_007243
Tadh_TriadG60837	TrH2_TrispH2_007243
Tadh_TriadG60837	Hhon_g10168.t1
HoiH23_PlH23_009193	TrH2_TrispH2_007243
HoiH23_PlH23_009193	Hhon_g10168.t1
HoiH23_PlH23_009193	Tadh_TriadG60837
HoiH23_PlH23_008449	TrH2_TrispH2_008787
Tadh_TriadG60547	TrH2_TrispH2_008787
Tadh_TriadG60547	HoiH23_PlH23_008449
Tadh_TriadG60547	Hhon_g10171.t1
Hhon_g10171.t1	TrH2_TrispH2_008787
Hhon_g10171.t1	HoiH23_PlH23_008449
HoiH23_PlH23_000243	TrH2_TrispH2_001180
HoiH23_PlH23_000243	Hhon_g10211.t1
HoiH23_PlH23_000243	Tadh_TriadG56402
Tadh_TriadG56402	TrH2_TrispH2_001180
Tadh_TriadG56402	Hhon_g10211.t1
Hhon_g10211.t1	TrH2_TrispH2_001180
Hhon_g10222.t1	TrH2_TrispH2_001181
Hhon_g05430.t1	Hhon_g03726.t1
Hhon_g05430.t1	TrH2_TrispH2_001181
Hhon_g03726.t1	TrH2_TrispH2_001181
Tadh_TriadG56403	TrH2_TrispH2_001181
Tadh_TriadG56403	Hhon_g10222.t1
Tadh_TriadG56403	Hhon_g05430.t1
Tadh_TriadG56403	Hhon_g03726.t1
HoiH23_PlH23_000253	TrH2_TrispH2_001181
HoiH23_PlH23_000253	Tadh_TriadG56403
HoiH23_PlH23_000253	Hhon_g05430.t1
HoiH23_PlH23_000253	Hhon_g03726.t1
Tadh_TriadG22483	TrH2_TrispH2_008762
Tadh_TriadG22483	HoiH23_PlH23_008440
Tadh_TriadG22483	Hhon_g10230.t1
Hhon_g10230.t1	TrH2_TrispH2_008762
Hhon_g10230.t1	HoiH23_PlH23_008440
HoiH23_PlH23_008440	TrH2_TrispH2_008762
Tadh_TriadG54929	TrH2_TrispH2_008760
Tadh_TriadG54929	HoiH23_hyp_clust2751.t1
Tadh_TriadG54929	Hhon_g10232.t1
HoiH23_hyp_clust2751.t1	TrH2_TrispH2_008760
Hhon_g10232.t1	TrH2_TrispH2_008760
Hhon_g10232.t1	HoiH23_hyp_clust2751.t1
TrH2_TrispH2_010683	HoiH23_PlH23_008447
Tadh_TriadG54923	HoiH23_PlH23_008447
Tadh_TriadG54923	TrH2_TrispH2_010683
Tadh_TriadG54923	Hhon_g10238.t1
Hhon_g10238.t1	HoiH23_PlH23_008447
Hhon_g10238.t1	TrH2_TrispH2_010683
Hhon_g10243.t1	HoiH23_PlH23_008451
Hhon_g10243.t1	TrH2_TrispH2_010680
Tadh_TriadG54920	HoiH23_PlH23_008451
Tadh_TriadG54920	TrH2_TrispH2_010680
Tadh_TriadG54920	Hhon_g10243.t1
