Cragig_G12931	Procro_g24553
Procro_g16338	Cragig_G24504
Procro_g1723	Cragig_G2666
Procro_g16341	Cragig_G2666
Procro_g16349	Cragig_G366
Procro_g16350	Cragig_G1116
Procro_g1641	Cragig_G34736
Procro_g16564	Cragig_G18527
Cragig_G2508	Procro_g31684
Procro_g1657	Cragig_G2508
Procro_g1657	Cragig_G2507
Procro_g1657	Cragig_G2509
Procro_g1657	Cragig_G3634
Cragig_G2507	Procro_g31684
Cragig_G2509	Procro_g31684
Cragig_G3634	Procro_g31684
Procro_g18546	Cragig_G2508
Procro_g18546	Cragig_G2507
Procro_g18546	Cragig_G2509
Procro_g18546	Cragig_G3634
Procro_g16580	Cragig_G2226
Procro_g16610	Cragig_G12204
Procro_g16615	Cragig_G14709
Procro_g16616	Cragig_G9377
Procro_g17449	Cragig_G9377
Procro_g16639	Cragig_G24937
Procro_g16641	Cragig_G16405
Procro_g16667	Cragig_G1003
Cragig_G1003	Procro_g329
Cragig_G29337	Procro_g31318
Procro_g1669	Cragig_G29337
Procro_g16715	Cragig_G21466
Procro_g16718	Cragig_G26426
Procro_g16719	Cragig_G19799
Procro_g16748	Cragig_G6194
Cragig_G6194	Procro_g19883
Procro_g1677	Cragig_G4525
Cragig_G4025	Procro_g32310
Procro_g16803	Cragig_G10835
Procro_g16804	Cragig_G32267
Procro_g16831	Cragig_G19615
Procro_g16834	Cragig_G35224
Procro_g16924	Cragig_G3451
Cragig_G3451	Procro_g24088
Procro_g16933	Cragig_G14601
Procro_g1699	Cragig_G3830
Procro_g1699	Cragig_G3816
Procro_g1703	Cragig_G34763
Procro_g1703	Cragig_G4865
Procro_g1703	Cragig_G21872
Procro_g1703	Cragig_G23910
Procro_g1703	Cragig_G4866
Cragig_G8013	Procro_g25492
Cragig_G32928	Procro_g25492
Cragig_G32929	Procro_g25492
Procro_g17045	Cragig_G8013
Procro_g17045	Cragig_G32928
Procro_g17045	Cragig_G32929
Cragig_G32594	Procro_g19058
Cragig_G32594	Procro_g36660
Cragig_G32594	Procro_g41511
Cragig_G32594	Procro_g19057
Procro_g683	Cragig_G32594
Procro_g18830	Cragig_G32594
Procro_g17056	Cragig_G12704
Procro_g17077	Cragig_G2665
Cragig_G2665	Procro_g24320
Procro_g1708	Cragig_G15222
Procro_g18361	Cragig_G15222
Procro_g17080	Cragig_G15260
Procro_g17081	Cragig_G6957
Procro_g17083	Cragig_G3147
Procro_g17094	Cragig_G1434
Cragig_G12759	Procro_g36542
Procro_g8336	Cragig_G605
Procro_g16463	Cragig_G605
Procro_g18187	Cragig_G605
Cragig_G34188	Procro_g24077
Procro_g8712	Cragig_G29995
Procro_g9175	Cragig_G605
Procro_g1659	Cragig_G27440
Procro_g5039	Cragig_G12759
Cragig_G29995	Procro_g36578
Cragig_G29995	Procro_g19871
Cragig_G29995	Procro_g19037
Cragig_G12235	Procro_g26572
Cragig_G12235	Procro_g37819
Cragig_G12235	Procro_g11736
Procro_g6926	Cragig_G34188
Cragig_G27440	Procro_g4172
Cragig_G19276	Procro_g37435
Cragig_G605	Procro_g41218
Cragig_G605	Procro_g30850
Cragig_G605	Procro_g35264
Cragig_G605	Procro_g3722
Cragig_G605	Procro_g39878
Cragig_G605	Procro_g12519
Cragig_G605	Procro_g38968
Cragig_G605	Procro_g24140
Cragig_G605	Procro_g4171
Cragig_G605	Procro_g37957
Cragig_G605	Procro_g31298
Cragig_G605	Procro_g12172
Cragig_G605	Procro_g12173
Cragig_G605	Procro_g20489
Cragig_G605	Procro_g29938
Cragig_G605	Procro_g8782
Cragig_G605	Procro_g27771
Cragig_G605	Procro_g35282
Cragig_G605	Procro_g30500
Cragig_G605	Procro_g35583
Cragig_G605	Procro_g11198
Cragig_G605	Procro_g11850
Cragig_G605	Procro_g34858
Cragig_G605	Procro_g4172
Cragig_G605	Procro_g30501
Cragig_G605	Procro_g21574
Cragig_G605	Procro_g11915
Cragig_G12308	Procro_g4172
Procro_g1830	Cragig_G12759
Cragig_G4239	Procro_g20906
Procro_g17159	Cragig_G22859
Procro_g25187	Cragig_G22859
Procro_g17362	Cragig_G11484
Procro_g17362	Cragig_G11486
Procro_g17399	Cragig_G599
Procro_g17401	Cragig_G32386
Procro_g17438	Cragig_G5569
Cragig_G5569	Procro_g33364
Cragig_G5569	Procro_g22290
Cragig_G5569	Procro_g33366
Procro_g1744	Cragig_G27716
Procro_g17454	Cragig_G20710
Procro_g1748	Cragig_G28783
Procro_g17516	Cragig_G25095
Procro_g1754	Cragig_G20485
Procro_g17573	Cragig_G22720
Procro_g16192	Cragig_G24281
Procro_g17616	Cragig_G24281
Procro_g17659	Cragig_G35233
Procro_g17659	Cragig_G35234
Procro_g17662	Cragig_G966
Procro_g17667	Cragig_G22530
Procro_g17667	Cragig_G22919
Procro_g17671	Cragig_G22334
Procro_g1459	Cragig_G3671
Cragig_G3671	Procro_g43165
Procro_g17736	Cragig_G25802
Procro_g17758	Cragig_G2190
Cragig_G5482	Procro_g10220
Cragig_G5484	Procro_g10220
Procro_g17835	Cragig_G28017
Procro_g17840	Cragig_G963
Procro_g17844	Cragig_G6503
Procro_g17845	Cragig_G26906
Procro_g17846	Cragig_G26472
Cragig_G26472	Procro_g38260
Procro_g17847	Cragig_G27805
Procro_g17851	Cragig_G730
Procro_g17852	Cragig_G1372
Procro_g17863	Cragig_G14361
Procro_g17863	Cragig_G14363
Procro_g17863	Cragig_G14879
Procro_g14036	Cragig_G26971
Cragig_G26971	Procro_g29589
Cragig_G26971	Procro_g24369
Cragig_G26971	Procro_g12826
Cragig_G26971	Procro_g26869
Cragig_G26971	Procro_g16
Cragig_G26971	Procro_g29030
Cragig_G26971	Procro_g21617
Procro_g17908	Cragig_G2137
Cragig_G15765	Procro_g39922
Cragig_G15765	Procro_g36506
Cragig_G15766	Procro_g39922
Cragig_G15766	Procro_g36506
Cragig_G15765	Procro_g36507
Cragig_G15766	Procro_g36507
Procro_g20353	Cragig_G15765
Procro_g20353	Cragig_G15766
Procro_g5353	Cragig_G15765
Procro_g5353	Cragig_G15766
Procro_g1792	Cragig_G21075
Cragig_G14806	Procro_g40726
Procro_g18820	Cragig_G34409
Procro_g18820	Cragig_G23444
Procro_g18820	Cragig_G33442
Procro_g18820	Cragig_G9653
Procro_g18820	Cragig_G9267
Procro_g18820	Cragig_G30824
Procro_g18820	Cragig_G14806
Cragig_G34409	Procro_g40726
Cragig_G34409	Procro_g3735
Procro_g17925	Cragig_G23444
Procro_g17925	Cragig_G33442
Procro_g18594	Cragig_G23444
Procro_g18594	Cragig_G33442
Procro_g14135	Cragig_G33431
Procro_g10681	Cragig_G33431
Procro_g14135	Cragig_G9503
Procro_g10681	Cragig_G9503
Cragig_G9653	Procro_g40726
Procro_g9627	Cragig_G33431
Procro_g9627	Cragig_G9503
Cragig_G9267	Procro_g40726
Cragig_G30824	Procro_g40726
Cragig_G23444	Procro_g41666
Cragig_G33442	Procro_g41666
Cragig_G23444	Procro_g10159
Cragig_G33442	Procro_g10159
Cragig_G23444	Procro_g19477
Cragig_G33442	Procro_g19477
Cragig_G23444	Procro_g31826
Cragig_G33442	Procro_g31826
Cragig_G23444	Procro_g34991
Cragig_G33442	Procro_g34991
Cragig_G23444	Procro_g40726
Cragig_G33442	Procro_g40726
Cragig_G23444	Procro_g40621
Cragig_G33442	Procro_g40621
Cragig_G23444	Procro_g25184
Cragig_G33442	Procro_g25184
Cragig_G23444	Procro_g3735
Cragig_G33442	Procro_g3735
Cragig_G23444	Procro_g21027
Cragig_G33442	Procro_g21027
Procro_g17932	Cragig_G13743
Procro_g17940	Cragig_G23617
Procro_g1799	Cragig_G4819
Procro_g17993	Cragig_G4503
Cragig_G25733	Procro_g37050
Procro_g18007	Cragig_G25733
Procro_g18062	Cragig_G1049
Procro_g18068	Cragig_G1049
Cragig_G3440	Procro_g436
Cragig_G918	Procro_g27121
Cragig_G899	Procro_g27121
Procro_g18403	Cragig_G30841
Procro_g18074	Cragig_G30841
Procro_g18127	Cragig_G24805
Procro_g18131	Cragig_G3483
Procro_g18154	Cragig_G18521
Procro_g18166	Cragig_G26985
Procro_g18173	Cragig_G2084
Procro_g18183	Cragig_G10448
Cragig_G21936	Procro_g38585
Procro_g18326	Cragig_G17893
Procro_g18326	Cragig_G33287
Procro_g5678	Cragig_G14023
Procro_g5678	Cragig_G31403
Procro_g18362	Cragig_G14023
Procro_g18362	Cragig_G31403
Procro_g16253	Cragig_G13162
Cragig_G13162	Procro_g29207
Cragig_G13162	Procro_g11396
Cragig_G13162	Procro_g11397
Cragig_G13162	Procro_g11398
Cragig_G13162	Procro_g14047
Cragig_G13162	Procro_g22113
Cragig_G13162	Procro_g11400
Cragig_G13162	Procro_g21542
Cragig_G13162	Procro_g26037
Cragig_G13162	Procro_g21544
Cragig_G13162	Procro_g26038
Cragig_G13162	Procro_g16255
Cragig_G13162	Procro_g14995
Cragig_G13162	Procro_g38842
Cragig_G13162	Procro_g38844
Cragig_G13162	Procro_g11662
Cragig_G13162	Procro_g29432
Cragig_G13162	Procro_g22982
Cragig_G13162	Procro_g19762
Cragig_G13162	Procro_g38435
Cragig_G13162	Procro_g26035
Cragig_G13162	Procro_g42134
Cragig_G13162	Procro_g20259
Cragig_G13162	Procro_g22394
Procro_g18439	Cragig_G22498
Procro_g18482	Cragig_G24410
Procro_g18490	Cragig_G31407
Procro_g18518	Cragig_G2291
Procro_g18544	Cragig_G13151
Procro_g18560	Cragig_G25180
Procro_g18560	Cragig_G25188
Procro_g18570	Cragig_G5805
Procro_g18579	Cragig_G12355
Cragig_G35066	Procro_g4493
Cragig_G35066	Procro_g4490
Procro_g18580	Cragig_G35066
Procro_g7798	Cragig_G35066
Procro_g18604	Cragig_G3325
Procro_g18620	Cragig_G21261
Procro_g1863	Cragig_G23575
Procro_g18660	Cragig_G3659
Procro_g18662	Cragig_G23301
Procro_g18686	Cragig_G35465
Cragig_G35465	Procro_g22111
Procro_g18691	Cragig_G29230
Procro_g18692	Cragig_G3297
Procro_g18696	Cragig_G17709
Procro_g18698	Cragig_G14520
Procro_g18725	Cragig_G941
Procro_g18726	Cragig_G2109
Procro_g18727	Cragig_G14949
Procro_g18727	Cragig_G15005
Procro_g18728	Cragig_G15936
Cragig_G32954	Procro_g31757
Cragig_G32954	Procro_g11146
Cragig_G32954	Procro_g30943
Procro_g5482	Cragig_G32954
Cragig_G17628	Procro_g41484
Cragig_G17628	Procro_g29166
Cragig_G17628	Procro_g34262
Cragig_G17628	Procro_g19441
Cragig_G17628	Procro_g23904
Cragig_G17628	Procro_g41759
Cragig_G17628	Procro_g30985
Procro_g43163	Cragig_G13355
Cragig_G13355	Procro_g19568
Cragig_G13355	Procro_g28876
Cragig_G4686	Procro_g33034
Cragig_G4686	Procro_g29166
Cragig_G4686	Procro_g30985
Cragig_G4686	Procro_g42534
Cragig_G17230	Procro_g21239
Procro_g1873	Cragig_G1648
Procro_g18734	Cragig_G34688
Cragig_G30826	Procro_g40191
Cragig_G30826	Procro_g36690
Procro_g18760	Cragig_G30826
Procro_g18781	Cragig_G27539
Procro_g18788	Cragig_G15653
Procro_g18804	Cragig_G3251
Procro_g18805	Cragig_G3005
Procro_g18808	Cragig_G7022
Procro_g18822	Cragig_G35061
Procro_g18824	Cragig_G3893
Procro_g18828	Cragig_G12354
Cragig_G12354	Procro_g19590
Cragig_G12354	Procro_g31527
Cragig_G12354	Procro_g23703
Procro_g18885	Cragig_G30789
Procro_g18889	Cragig_G22314
Procro_g18905	Cragig_G28105
Procro_g18979	Cragig_G16962
Procro_g18979	Cragig_G16963
Procro_g18995	Cragig_G17696
Cragig_G17696	Procro_g201
Cragig_G6929	Procro_g1901
Cragig_G1440	Procro_g17099
Cragig_G1440	Procro_g19079
Cragig_G28329	Procro_g19121
Cragig_G28349	Procro_g19121
Cragig_G28359	Procro_g19121
Cragig_G28343	Procro_g19121
Cragig_G16854	Procro_g19151
Cragig_G3303	Procro_g19153
Cragig_G16564	Procro_g19154
Cragig_G24214	Procro_g19158
Cragig_G10689	Procro_g19187
Cragig_G1436	Procro_g19207
Cragig_G18106	Procro_g19208
Cragig_G16077	Procro_g19209
Cragig_G20310	Procro_g19211
Cragig_G20309	Procro_g19211
Cragig_G20313	Procro_g19211
Cragig_G20314	Procro_g19211
Cragig_G20311	Procro_g19211
Cragig_G20312	Procro_g19211
Cragig_G163	Procro_g19213
Cragig_G17710	Procro_g19214
Cragig_G3137	Procro_g19236
Cragig_G3137	Procro_g19237
Procro_g8685	Cragig_G31735
Cragig_G31735	Procro_g19255
Cragig_G23021	Procro_g19258
Cragig_G10830	Procro_g1928
Cragig_G13451	Procro_g1931
Cragig_G5263	Procro_g1933
Cragig_G30631	Procro_g4569
Cragig_G30631	Procro_g19336
Cragig_G31637	Procro_g1934
Cragig_G14519	Procro_g19394
Cragig_G10653	Procro_g19424
Cragig_G25380	Procro_g19438
Cragig_G25380	Procro_g19442
Cragig_G25380	Procro_g19440
Cragig_G647	Procro_g19492
Cragig_G15706	Procro_g19560
Cragig_G20778	Procro_g19581
Cragig_G22824	Procro_g19581
Cragig_G30132	Procro_g1962
Cragig_G10988	Procro_g26454
Cragig_G10987	Procro_g2480
Cragig_G10987	Procro_g31543
Cragig_G8306	Procro_g35174
Cragig_G8306	Procro_g19627
Cragig_G8306	Procro_g2480
Cragig_G8306	Procro_g31543
Cragig_G21463	Procro_g19637
Cragig_G12116	Procro_g1964
Cragig_G12104	Procro_g1964
Cragig_G12116	Procro_g1966
Cragig_G12104	Procro_g1966
Cragig_G12115	Procro_g1964
Cragig_G12115	Procro_g1966
Cragig_G19427	Procro_g19641
Cragig_G19404	Procro_g19641
Cragig_G16490	Procro_g11964
Cragig_G16490	Procro_g25703
Cragig_G16490	Procro_g19654
Cragig_G21253	Procro_g19691
Cragig_G34653	Procro_g19698
Procro_g10459	Cragig_G34653
Procro_g10459	Cragig_G22835
Cragig_G22835	Procro_g19698
Cragig_G6779	Procro_g21800
Cragig_G6779	Procro_g19723
Cragig_G12024	Procro_g19741
Cragig_G35489	Procro_g315
Cragig_G35489	Procro_g19743
Cragig_G30545	Procro_g19752
Procro_g5286	Cragig_G14783
Cragig_G3615	Procro_g19775
Cragig_G22469	Procro_g1980
Cragig_G6184	Procro_g19805
Cragig_G14730	Procro_g19886
Cragig_G513	Procro_g19892
Cragig_G32469	Procro_g19937
Cragig_G27488	Procro_g1994
Cragig_G3208	Procro_g20011
Cragig_G23403	Procro_g20048
Cragig_G23403	Procro_g19312
Cragig_G23403	Procro_g21451
Cragig_G23403	Procro_g21450
Cragig_G23403	Procro_g425
Cragig_G2394	Procro_g20055
Cragig_G34911	Procro_g20063
Cragig_G27772	Procro_g20077
Cragig_G11405	Procro_g20107
Cragig_G11405	Procro_g20104
Cragig_G10628	Procro_g2011
Cragig_G6156	Procro_g20146
Cragig_G5991	Procro_g20152
Cragig_G6006	Procro_g20152
Cragig_G27152	Procro_g20157
Cragig_G26863	Procro_g20160
Cragig_G15816	Procro_g202
Cragig_G15816	Procro_g203
Cragig_G15814	Procro_g202
Cragig_G15814	Procro_g203
Cragig_G28830	Procro_g203
Cragig_G12561	Procro_g20218
Cragig_G34691	Procro_g20235
Cragig_G4135	Procro_g12558
Cragig_G4135	Procro_g20272
Procro_g6158	Cragig_G26031
Cragig_G16989	Procro_g20341
Procro_g7991	Cragig_G10925
Cragig_G10925	Procro_g20392
Cragig_G10925	Procro_g20398
Cragig_G10926	Procro_g20391
Cragig_G20438	Procro_g20426
Cragig_G20423	Procro_g20426
Cragig_G22962	Procro_g20431
Cragig_G26493	Procro_g2044
Cragig_G27986	Procro_g2047
Cragig_G28082	Procro_g27026
Cragig_G7824	Procro_g20563
Cragig_G869	Procro_g15854
Cragig_G869	Procro_g20572
Cragig_G15903	Procro_g20585
Cragig_G15903	Procro_g17269
Cragig_G15903	Procro_g20583
Cragig_G837	Procro_g20590
Cragig_G25688	Procro_g20600
Cragig_G27984	Procro_g20632
Cragig_G13110	Procro_g20637
Cragig_G16892	Procro_g22187
Cragig_G29785	Procro_g20723
Cragig_G16239	Procro_g20738
Cragig_G4592	Procro_g20787
Cragig_G30485	Procro_g208
Cragig_G30484	Procro_g208
Procro_g5272	Cragig_G30485
Procro_g5272	Cragig_G30484
Cragig_G2079	Procro_g20823
Cragig_G22561	Procro_g20842
Cragig_G34607	Procro_g20864
Cragig_G34607	Procro_g20863
Cragig_G35298	Procro_g20889
Cragig_G35298	Procro_g34938
Cragig_G3011	Procro_g20915
Cragig_G2719	Procro_g41768
Cragig_G2719	Procro_g38060
Cragig_G2719	Procro_g20919
Procro_g9085	Cragig_G2719
Cragig_G3178	Procro_g20951
Cragig_G15912	Procro_g2097
Procro_g6608	Cragig_G11121
Procro_g6608	Cragig_G11129
Cragig_G11121	Procro_g21021
Cragig_G11129	Procro_g21021
Cragig_G4181	Procro_g21031
Cragig_G23730	Procro_g21054
Procro_g18545	Cragig_G22149
Cragig_G22149	Procro_g21109
Cragig_G13643	Procro_g21121
Cragig_G3205	Procro_g21148
Cragig_G25797	Procro_g21160
Cragig_G11088	Procro_g21179
Cragig_G19102	Procro_g36150
Cragig_G19108	Procro_g36150
Cragig_G11346	Procro_g21227
Procro_g8030	Cragig_G16146
Procro_g8030	Cragig_G34173
Procro_g10753	Cragig_G16146
Procro_g29072	Cragig_G16146
Procro_g13175	Cragig_G16146
Procro_g22422	Cragig_G16146
Procro_g7566	Cragig_G16146
Procro_g18888	Cragig_G16146
Procro_g2457	Cragig_G16146
Procro_g10753	Cragig_G18083
Procro_g29072	Cragig_G18083
Procro_g13175	Cragig_G18083
Procro_g22422	Cragig_G18083
Procro_g7566	Cragig_G18083
Procro_g18888	Cragig_G18083
Procro_g2457	Cragig_G18083
Cragig_G21011	Procro_g33925
Cragig_G16146	Procro_g34895
Cragig_G16146	Procro_g20297
Cragig_G16146	Procro_g4146
Cragig_G16146	Procro_g23420
Cragig_G16146	Procro_g33748
Cragig_G16146	Procro_g34992
Cragig_G16146	Procro_g37882
Cragig_G16146	Procro_g21680
Cragig_G16146	Procro_g20411
Cragig_G16146	Procro_g23173
Cragig_G16146	Procro_g23415
Cragig_G16146	Procro_g32915
Cragig_G16146	Procro_g26110
Cragig_G16146	Procro_g23512
Cragig_G16146	Procro_g34520
Procro_g7950	Cragig_G16146
Procro_g7950	Cragig_G5832
Procro_g7950	Cragig_G5185
Cragig_G18083	Procro_g34895
Cragig_G18083	Procro_g2862
Cragig_G18083	Procro_g23420
Cragig_G18083	Procro_g21228
Cragig_G18083	Procro_g32915
Cragig_G18083	Procro_g26110
Procro_g6083	Cragig_G5832
Cragig_G5832	Procro_g39168
Cragig_G5832	Procro_g13084
Cragig_G5832	Procro_g40943
Cragig_G5832	Procro_g1303
Cragig_G5832	Procro_g32915
Cragig_G5832	Procro_g4146
Cragig_G5832	Procro_g4310
Cragig_G5832	Procro_g21401
Procro_g18113	Cragig_G21490
Procro_g18113	Cragig_G5832
Procro_g10403	Cragig_G5832
Procro_g7465	Cragig_G5832
Cragig_G21490	Procro_g33925
Cragig_G21490	Procro_g23420
Cragig_G21490	Procro_g33042
Cragig_G21490	Procro_g30358
Cragig_G21490	Procro_g2730
Cragig_G21490	Procro_g11769
Cragig_G21490	Procro_g38862
Cragig_G5185	Procro_g4310
Cragig_G5185	Procro_g26110
Cragig_G5185	Procro_g35271
Cragig_G5185	Procro_g32864
Procro_g4310	Cragig_G16146
Cragig_G31129	Procro_g37294
Cragig_G31129	Procro_g34856
Cragig_G31129	Procro_g24790
Cragig_G31129	Procro_g40424
Procro_g18237	Cragig_G16146
Procro_g24227	Cragig_G16146
Procro_g6630	Cragig_G16146
Procro_g18237	Cragig_G5185
Procro_g24227	Cragig_G5185
Procro_g6630	Cragig_G5185
Procro_g10060	Cragig_G18083
Procro_g10060	Cragig_G16146
Cragig_G2871	Procro_g21244
Cragig_G16288	Procro_g21266
Cragig_G16448	Procro_g21279
Cragig_G16437	Procro_g21279
Cragig_G16443	Procro_g21279
Cragig_G16433	Procro_g21279
Cragig_G14022	Procro_g21330
Cragig_G3488	Procro_g29950
Cragig_G109	Procro_g21410
Cragig_G4651	Procro_g21437
Cragig_G16216	Procro_g21438
Cragig_G30630	Procro_g21480
Cragig_G4406	Procro_g21515
Cragig_G2471	Procro_g21564
Cragig_G15131	Procro_g21582
Cragig_G4043	Procro_g36138
Cragig_G4043	Procro_g21615
Cragig_G11791	Procro_g21630
Cragig_G11791	Procro_g25567
Cragig_G11791	Procro_g43252
Cragig_G25962	Procro_g21643
Cragig_G14467	Procro_g21656
Cragig_G14467	Procro_g35665
Procro_g16024	Cragig_G2864
Cragig_G2864	Procro_g21663
Cragig_G17689	Procro_g21664
Cragig_G25015	Procro_g21665
Cragig_G18920	Procro_g21693
Cragig_G24939	Procro_g3464
Cragig_G24939	Procro_g36275
Cragig_G24939	Procro_g217
Cragig_G10384	Procro_g21761
Procro_g9763	Cragig_G10384
Cragig_G5265	Procro_g21793
Cragig_G28614	Procro_g21815
Procro_g7416	Cragig_G14322
Procro_g7416	Cragig_G33553
Procro_g7416	Cragig_G33555
Cragig_G14322	Procro_g33905
Cragig_G33553	Procro_g33905
Cragig_G33555	Procro_g33905
Cragig_G14322	Procro_g21838
Cragig_G33553	Procro_g21838
Cragig_G33555	Procro_g21838
Cragig_G4136	Procro_g2222
Cragig_G4136	Procro_g2189
Cragig_G4136	Procro_g42071
Cragig_G13520	Procro_g21871
Cragig_G5449	Procro_g21894
Cragig_G5449	Procro_g21896
Cragig_G20349	Procro_g12528
Cragig_G20349	Procro_g21910
Cragig_G20349	Procro_g25287
Cragig_G28514	Procro_g12528
Cragig_G28514	Procro_g21910
Cragig_G28514	Procro_g25287
Cragig_G20346	Procro_g12528
Cragig_G20346	Procro_g21910
Cragig_G20346	Procro_g25287
Cragig_G21614	Procro_g12528
Cragig_G21614	Procro_g21910
Cragig_G21614	Procro_g25287
Cragig_G30226	Procro_g12528
Cragig_G30226	Procro_g21910
Cragig_G30226	Procro_g25287
Cragig_G4085	Procro_g2194
Cragig_G13719	Procro_g21943
Cragig_G23068	Procro_g21947
Cragig_G23066	Procro_g21947
Cragig_G23067	Procro_g21947
Cragig_G26902	Procro_g2195
Cragig_G25294	Procro_g2196
Cragig_G25023	Procro_g22011
Procro_g7618	Cragig_G14223
Cragig_G14223	Procro_g22017
Cragig_G10585	Procro_g22033
Cragig_G16792	Procro_g22039
Cragig_G16792	Procro_g22041
Cragig_G3006	Procro_g22046
Cragig_G3365	Procro_g42563
Cragig_G3365	Procro_g22050
Cragig_G20641	Procro_g22052
Cragig_G26345	Procro_g22059
Cragig_G16980	Procro_g22075
Cragig_G6834	Procro_g22089
Cragig_G20839	Procro_g30465
Cragig_G20839	Procro_g22095
Cragig_G27583	Procro_g22135
Cragig_G32790	Procro_g22139
Cragig_G727	Procro_g22177
Cragig_G23701	Procro_g22191
Cragig_G25636	Procro_g22194
Cragig_G13036	Procro_g22212
Cragig_G1978	Procro_g22217
Cragig_G19870	Procro_g22263
Cragig_G19480	Procro_g22280
Cragig_G18048	Procro_g22323
Procro_g13691	Cragig_G19673
Cragig_G19673	Procro_g22324
Cragig_G3296	Procro_g24840
Cragig_G3296	Procro_g22325
Cragig_G18645	Procro_g22327
Cragig_G18645	Procro_g22332
Cragig_G21590	Procro_g22331
Procro_g13594	Cragig_G21590
Cragig_G19980	Procro_g22333
Cragig_G14726	Procro_g22353
Cragig_G5318	Procro_g22411
Cragig_G32814	Procro_g22429
Cragig_G31045	Procro_g22429
Cragig_G32025	Procro_g22431
Cragig_G9189	Procro_g22454
Cragig_G3401	Procro_g22459
Cragig_G1415	Procro_g22460
Cragig_G2122	Procro_g2248
Cragig_G12481	Procro_g2249
Cragig_G26414	Procro_g22491
Cragig_G1764	Procro_g22504
Cragig_G21779	Procro_g22534
Cragig_G21779	Procro_g34525
Cragig_G3872	Procro_g2254
Cragig_G22677	Procro_g36523
Cragig_G3579	Procro_g22582
Cragig_G24863	Procro_g22669
Cragig_G24863	Procro_g22668
Cragig_G12437	Procro_g22695
Cragig_G12437	Procro_g22694
Cragig_G2740	Procro_g22730
Cragig_G23665	Procro_g22742
Cragig_G35162	Procro_g2283
Cragig_G12356	Procro_g22864
Cragig_G12359	Procro_g22864
Cragig_G12907	Procro_g34572
Cragig_G12907	Procro_g30945
Cragig_G12907	Procro_g22882
Cragig_G34563	Procro_g2582
Cragig_G34563	Procro_g22910
Cragig_G27265	Procro_g22927
Cragig_G16262	Procro_g29492
Cragig_G16262	Procro_g28140
Cragig_G16262	Procro_g32445
Cragig_G16262	Procro_g22954
Cragig_G16262	Procro_g32447
Cragig_G16262	Procro_g21145
Cragig_G16262	Procro_g32448
Cragig_G16262	Procro_g33500
Cragig_G16262	Procro_g29439
Cragig_G28285	Procro_g22969
Cragig_G17748	Procro_g22986
Procro_g8026	Cragig_G11323
Cragig_G11323	Procro_g22997
Cragig_G1468	Procro_g2302
Procro_g9659	Cragig_G28383
Procro_g7799	Cragig_G28383
Cragig_G28383	Procro_g36192
Cragig_G28383	Procro_g5151
Cragig_G13619	Procro_g23048
Cragig_G13619	Procro_g23050
Cragig_G34612	Procro_g13393
Cragig_G24257	Procro_g23107
Cragig_G549	Procro_g2312
Cragig_G31861	Procro_g23163
Cragig_G28119	Procro_g23166
Procro_g17441	Cragig_G5019
Cragig_G5019	Procro_g23175
Cragig_G4176	Procro_g23176
Cragig_G21823	Procro_g23181
Cragig_G31955	Procro_g23274
Cragig_G35363	Procro_g12694
Cragig_G35363	Procro_g11835
Cragig_G35363	Procro_g20851
Cragig_G35363	Procro_g5113
Cragig_G35363	Procro_g18738
Cragig_G35363	Procro_g36076
Cragig_G35363	Procro_g18912
Cragig_G35363	Procro_g6823
Cragig_G35363	Procro_g6626
Cragig_G35363	Procro_g33235
Cragig_G35363	Procro_g17109
Cragig_G35363	Procro_g23879
Cragig_G35363	Procro_g11836
Cragig_G35363	Procro_g35513
Cragig_G35363	Procro_g20721
Cragig_G35363	Procro_g28621
Cragig_G35363	Procro_g11936
Cragig_G35363	Procro_g32659
Cragig_G2262	Procro_g20721
Cragig_G32172	Procro_g32659
Cragig_G16462	Procro_g32659
Cragig_G16462	Procro_g20721
Cragig_G16462	Procro_g28621
Cragig_G16462	Procro_g11936
Cragig_G16462	Procro_g36364
Cragig_G10377	Procro_g20721
Cragig_G10377	Procro_g11936
Cragig_G29054	Procro_g32659
Cragig_G29054	Procro_g11936
Cragig_G29054	Procro_g41898
Cragig_G29054	Procro_g36364
Cragig_G13031	Procro_g12694
Cragig_G13031	Procro_g20721
Cragig_G13031	Procro_g11936
Cragig_G27723	Procro_g35513
Cragig_G27723	Procro_g41898
Cragig_G27723	Procro_g36364
Cragig_G27723	Procro_g28621
Cragig_G27723	Procro_g12694
Cragig_G27723	Procro_g11833
Cragig_G27723	Procro_g11835
Cragig_G27723	Procro_g20851
Cragig_G27723	Procro_g5113
Cragig_G27723	Procro_g18738
Cragig_G27723	Procro_g36076
Cragig_G27723	Procro_g18912
Cragig_G27723	Procro_g6823
Cragig_G27723	Procro_g6626
Cragig_G27723	Procro_g33235
Cragig_G27723	Procro_g17109
Cragig_G27723	Procro_g23879
Cragig_G5551	Procro_g11936
Cragig_G5551	Procro_g11833
Cragig_G5551	Procro_g41898
Cragig_G5551	Procro_g23358
Procro_g18395	Cragig_G23218
Procro_g18395	Cragig_G25615
Procro_g18395	Cragig_G25462
Procro_g18395	Cragig_G25468
Procro_g18395	Cragig_G25469
Procro_g18395	Cragig_G27721
Cragig_G14985	Procro_g20721
Cragig_G14985	Procro_g35513
Cragig_G14985	Procro_g41898
Cragig_G14985	Procro_g23358
Cragig_G13030	Procro_g20721
Cragig_G1288	Procro_g20721
